company_name,industry,address,search_url,map_url,tel
大仙精密金型株式会社,製造業,大阪府堺市堺区大仙西町６丁１７１番地,https://www.google.com/search?q=%E5%A4%A7%E4%BB%99%E7%B2%BE%E5%AF%86%E9%87%91%E5%9E%8B%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E5%A0%BA%E5%8C%BA%E5%A4%A7%E4%BB%99%E8%A5%BF%E7%94%BA%EF%BC%96%E4%B8%81%EF%BC%91%EF%BC%97%EF%BC%91%E7%95%AA%E5%9C%B0,
正和工業株式会社,製造業,大阪府堺市南区釜室１３５５番地,https://www.google.com/search?q=%E6%AD%A3%E5%92%8C%E5%B7%A5%E6%A5%AD%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E5%8D%97%E5%8C%BA%E9%87%9C%E5%AE%A4%EF%BC%91%EF%BC%93%EF%BC%95%EF%BC%95%E7%95%AA%E5%9C%B0,072-297-0300
泉堺工業株式会社,製造業,大阪府堺市南区和田東９４１番地１,https://www.google.com/search?q=%E6%B3%89%E5%A0%BA%E5%B7%A5%E6%A5%AD%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E5%8D%97%E5%8C%BA%E5%92%8C%E7%94%B0%E6%9D%B1%EF%BC%99%EF%BC%94%EF%BC%91%E7%95%AA%E5%9C%B0%EF%BC%91,072-297-1121
株式会社泉州工業,製造業,大阪府堺市西区鳳北町１０丁２９番地の１,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E6%B3%89%E5%B7%9E%E5%B7%A5%E6%A5%AD,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E8%A5%BF%E5%8C%BA%E9%B3%B3%E5%8C%97%E7%94%BA%EF%BC%91%EF%BC%90%E4%B8%81%EF%BC%92%EF%BC%99%E7%95%AA%E5%9C%B0%E3%81%AE%EF%BC%91,072-264-7006
第一写真工業株式会社,製造業,大阪府堺市西区浜寺石津町中２丁１番１８号,https://www.google.com/search?q=%E7%AC%AC%E4%B8%80%E5%86%99%E7%9C%9F%E5%B7%A5%E6%A5%AD%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E8%A5%BF%E5%8C%BA%E6%B5%9C%E5%AF%BA%E7%9F%B3%E6%B4%A5%E7%94%BA%E4%B8%AD%EF%BC%92%E4%B8%81%EF%BC%91%E7%95%AA%EF%BC%91%EF%BC%98%E5%8F%B7,072-241-3406
東和特殊電線工業株式会社,製造業,大阪府堺市堺区砂道町２丁４番８号,https://www.google.com/search?q=%E6%9D%B1%E5%92%8C%E7%89%B9%E6%AE%8A%E9%9B%BB%E7%B7%9A%E5%B7%A5%E6%A5%AD%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E5%A0%BA%E5%8C%BA%E7%A0%82%E9%81%93%E7%94%BA%EF%BC%92%E4%B8%81%EF%BC%94%E7%95%AA%EF%BC%98%E5%8F%B7,072-233-1083
株式会社仲井軸受製作所,製造業,大阪府堺市西区浜寺石津町東２丁１２番３号,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E4%BB%B2%E4%BA%95%E8%BB%B8%E5%8F%97%E8%A3%BD%E4%BD%9C%E6%89%80,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E8%A5%BF%E5%8C%BA%E6%B5%9C%E5%AF%BA%E7%9F%B3%E6%B4%A5%E7%94%BA%E6%9D%B1%EF%BC%92%E4%B8%81%EF%BC%91%EF%BC%92%E7%95%AA%EF%BC%93%E5%8F%B7,072-245-0077
虎谷設備工業株式会社,製造業,大阪府堺市中区深井北町３４１５番地,https://www.google.com/search?q=%E8%99%8E%E8%B0%B7%E8%A8%AD%E5%82%99%E5%B7%A5%E6%A5%AD%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E4%B8%AD%E5%8C%BA%E6%B7%B1%E4%BA%95%E5%8C%97%E7%94%BA%EF%BC%93%EF%BC%94%EF%BC%91%EF%BC%95%E7%95%AA%E5%9C%B0,072-279-0221
株式会社中辻鉄工所,製造業,大阪府堺市西区山田１丁１２０６番地の１,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E4%B8%AD%E8%BE%BB%E9%89%84%E5%B7%A5%E6%89%80,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E8%A5%BF%E5%8C%BA%E5%B1%B1%E7%94%B0%EF%BC%91%E4%B8%81%EF%BC%91%EF%BC%92%EF%BC%90%EF%BC%96%E7%95%AA%E5%9C%B0%E3%81%AE%EF%BC%91,
株式会社ナニワ有機工業,製造業,大阪府堺市南区釜室１０番地の３,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8A%E3%83%8B%E3%83%AF%E6%9C%89%E6%A9%9F%E5%B7%A5%E6%A5%AD,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E5%8D%97%E5%8C%BA%E9%87%9C%E5%AE%A4%EF%BC%91%EF%BC%90%E7%95%AA%E5%9C%B0%E3%81%AE%EF%BC%93,072-292-5502
日東工業株式会社,製造業,大阪府堺市西区築港新町３丁２７番地,https://www.google.com/search?q=%E6%97%A5%E6%9D%B1%E5%B7%A5%E6%A5%AD%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E8%A5%BF%E5%8C%BA%E7%AF%89%E6%B8%AF%E6%96%B0%E7%94%BA%EF%BC%93%E4%B8%81%EF%BC%92%EF%BC%97%E7%95%AA%E5%9C%B0,072-244-4821
日宝工業株式会社,製造業,大阪府堺市南区原山台１丁９番１４号,https://www.google.com/search?q=%E6%97%A5%E5%AE%9D%E5%B7%A5%E6%A5%AD%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E5%8D%97%E5%8C%BA%E5%8E%9F%E5%B1%B1%E5%8F%B0%EF%BC%91%E4%B8%81%EF%BC%99%E7%95%AA%EF%BC%91%EF%BC%94%E5%8F%B7,
株式会社西井化学,製造業,大阪府堺市中区福田１３２番地,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E8%A5%BF%E4%BA%95%E5%8C%96%E5%AD%A6,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E4%B8%AD%E5%8C%BA%E7%A6%8F%E7%94%B0%EF%BC%91%EF%BC%93%EF%BC%92%E7%95%AA%E5%9C%B0,
株式会社西川由染晒工場,製造業,大阪府堺市中区毛穴町３３４番地,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E8%A5%BF%E5%B7%9D%E7%94%B1%E6%9F%93%E6%99%92%E5%B7%A5%E5%A0%B4,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E4%B8%AD%E5%8C%BA%E6%AF%9B%E7%A9%B4%E7%94%BA%EF%BC%93%EF%BC%93%EF%BC%94%E7%95%AA%E5%9C%B0,072-271-0918
登山繊維株式会社,製造業,大阪府堺市南区釜室５８７番地,https://www.google.com/search?q=%E7%99%BB%E5%B1%B1%E7%B9%8A%E7%B6%AD%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E5%8D%97%E5%8C%BA%E9%87%9C%E5%AE%A4%EF%BC%95%EF%BC%98%EF%BC%97%E7%95%AA%E5%9C%B0,
播摩屋印刷株式会社,製造業,大阪府堺市西区浜寺南町３丁３番地の１１,https://www.google.com/search?q=%E6%92%AD%E6%91%A9%E5%B1%8B%E5%8D%B0%E5%88%B7%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E8%A5%BF%E5%8C%BA%E6%B5%9C%E5%AF%BA%E5%8D%97%E7%94%BA%EF%BC%93%E4%B8%81%EF%BC%93%E7%95%AA%E5%9C%B0%E3%81%AE%EF%BC%91%EF%BC%91,072-262-2055
株式会社八興化成工業所,製造業,大阪府堺市南区槇塚台３丁１９番８号,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E5%85%AB%E8%88%88%E5%8C%96%E6%88%90%E5%B7%A5%E6%A5%AD%E6%89%80,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E5%8D%97%E5%8C%BA%E6%A7%87%E5%A1%9A%E5%8F%B0%EF%BC%93%E4%B8%81%EF%BC%91%EF%BC%99%E7%95%AA%EF%BC%98%E5%8F%B7,
初芝工業株式会社,製造業,大阪府堺市東区菩提町１丁８５番地,https://www.google.com/search?q=%E5%88%9D%E8%8A%9D%E5%B7%A5%E6%A5%AD%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E6%9D%B1%E5%8C%BA%E8%8F%A9%E6%8F%90%E7%94%BA%EF%BC%91%E4%B8%81%EF%BC%98%EF%BC%95%E7%95%AA%E5%9C%B0,072-285-0123
株式会社畑食品,製造業,大阪府堺市中区深阪３丁１０番７７号,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E7%95%91%E9%A3%9F%E5%93%81,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E4%B8%AD%E5%8C%BA%E6%B7%B1%E9%98%AA%EF%BC%93%E4%B8%81%EF%BC%91%EF%BC%90%E7%95%AA%EF%BC%97%EF%BC%97%E5%8F%B7,072-237-9333
阪和コンクリート工業株式会社,製造業,大阪府堺市堺区大仙中町７番３号,https://www.google.com/search?q=%E9%98%AA%E5%92%8C%E3%82%B3%E3%83%B3%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%88%E5%B7%A5%E6%A5%AD%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE,https://maps.google.com/maps?q=%E5%A4%A7%E9%98%AA%E5%BA%9C%E5%A0%BA%E5%B8%82%E5%A0%BA%E5%8C%BA%E5%A4%A7%E4%BB%99%E4%B8%AD%E7%94%BA%EF%BC%97%E7%95%AA%EF%BC%93%E5%8F%B7,072-241-1667
